"","SITECODE","LCODE","SDATE","Q1","Q2","ALKY","SODIUM","SO4S","TOTALN","ALUMINIUM","CALCIUM","CHLORIDE","CONDY","DOC","IRON","MAGNESIUM","NH4N","NO3N","PH","PHAQCS","PHAQCU","PO4P","POTASSIUM","MINTMP","MAXTMP","DEPTH","SPAWNDATE","SURFAREA","PERCDEAD","NEWMASS","HATCHDATE","CONGDATE","PH1","PH2","PH3","LEAVEDATE","Q3","TOTALP","COLOUR","PH4","PH5","PH6","Q4","survey_yearday","survey_year","spawn_yearday","spawn_year","hatch_yearday","hatch_year","cong_yearday","cong_year","leave_yearday","leave_year","nh4n_numeric","no3n_numeric","surfarea_numeric","percdead_numeric"
"1604","T11",1,"01-Jan-00","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605","T02",2,"01-Jan-00","175","177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"999",NA,NA,NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606","T03",1,"01-Jan-00","175","177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","T06",1,"01-Jan-00","175","177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","T05",1,"29-Jan-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29-Jan-00",NA,"0","17",NA,"29-Jan-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2000,28,2000,NA,NA,28,2000,NA,NA,NA,NA,NA,0
"1609","T05",1,"30-Jan-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","0","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0
"1610","T05",1,"31-Jan-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,"3.5","0",NA,NA,NA,"6.7","6.2","6.1",NA,NA,NA,NA,NA,NA,NA,NA,30,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0
"1611","T05",1,"01-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.3","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,0
"1612","T05",1,"02-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0
"1613","T05",1,"03-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0
"1614","T01",1,"07-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1615","T05",1,"09-Feb-00",NA,NA,NA,"12.79","0.615",NA,NA,"4.673","20.156","81.9","21.74","0.499","2.394",NA,NA,"6.5","7.01","7.27","0.002","1.107",NA,NA,NA,NA,"7","0",NA,NA,NA,"5.7","5.7","6.2",NA,NA,NA,NA,NA,NA,NA,NA,39,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0
"1616","T01",1,"11-Feb-00","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2","10.5",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1617","T01",1,"13-Feb-00","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","T01",1,"14-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1619","T01",1,"18-Feb-00","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.9","10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620","T01",1,"21-Feb-00","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","10.1",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1621","T05",1,"23-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,"23-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,2000,NA,NA,53,2000,NA,NA,NA,NA,NA,NA,NA,NA
"1622","T01",1,"25-Feb-00","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.8","10.9",NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1623","T01",1,"28-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.4","10.8",NA,NA,"0","0","0",NA,NA,"7.1","7","6.9",NA,NA,NA,NA,NA,NA,NA,NA,58,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1624","T03",1,"28-Feb-00","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28-Feb-00","5","0",NA,NA,"28-Feb-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,2000,58,2000,NA,NA,58,2000,NA,NA,NA,NA,5,0
"1625","T11",2,"01-Mar-00",NA,NA,"-0.15","1.68","0.393","0","0.042","0.12","3.38","13.9","4.1","0.045","0.174","0.02","0.072","4.77",NA,NA,"0","0","-0.1","6.2","14.9","01-Mar-00","0","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.8","5.7","5.3",NA,60,2000,60,2000,NA,NA,NA,NA,NA,NA,0.02,0.072,0,1
"1626","T11",1,"01-Mar-00",NA,NA,"5.4","2.19","0.66","0","0.007","2.07","4.81","22.3","3.54","0.202","0.353","0.09","0.065","6.05",NA,NA,"0","0.177","-0.6","7.3","12.5","01-Mar-00","0.2","0","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.1","5.7","5.3",NA,60,2000,60,2000,NA,NA,NA,NA,NA,NA,0.09,0.065,0.2,0
"1627","T03",1,"02-Mar-00","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2","2","25",NA,"8.2","0","3",NA,NA,"6.7","6.9","6.9",NA,NA,NA,NA,NA,NA,NA,NA,61,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,0
"1628","T01",1,"03-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.1","10",NA,NA,"0","0","0",NA,NA,"7.2","7.1","7.1",NA,NA,NA,NA,NA,NA,NA,NA,62,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1629","T01",1,"06-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.7","9.5","17.5","06-Mar-00","0.3","0","2",NA,NA,"7.1","7.1","7.1",NA,NA,NA,NA,NA,NA,NA,NA,65,2000,65,2000,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0
"1630","T02",2,"07-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1631","T11",1,"08-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","8.4","12.8",NA,"1.4","0","58",NA,"08-Mar-00",NA,NA,NA,NA,NA,NA,NA,"6.1","5.8","5.2",NA,67,2000,NA,NA,NA,NA,67,2000,NA,NA,NA,NA,1.4,0
"1632","T04",5,"08-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","T11",2,"08-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.6","8.4","15.6",NA,"0.2","1","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.8","4.8","4.8",NA,67,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1
"1634","T03",1,"09-Mar-00","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0
"1635","T06",1,"10-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","10-Mar-00","0.1","0","6",NA,NA,"7.6","6.3","6.7",NA,NA,NA,NA,NA,NA,NA,NA,69,2000,69,2000,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0
"1636","T01",1,"10-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.2","11.1","18",NA,"0.3","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0
"1637","T02",2,"10-Mar-00",NA,NA,"2.5","4.59","1.17",NA,"0.15","1.1","7.13","35","8.74","0.142","0.75","0.08","0.013","5.78",NA,NA,"0.003","0.65","3","12","68","10-Mar-00","0.8","1","23",NA,"10-Mar-00","4.9","5.5","4.8",NA,NA,NA,NA,NA,NA,NA,NA,69,2000,69,2000,NA,NA,69,2000,NA,NA,0.08,0.013,0.8,1
"1638","T03",1,"13-Mar-00","172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5
"1639","T01",1,"13-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","11","20",NA,"0.4","0","1",NA,NA,"7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,72,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0
"1640","T02",2,"13-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1641","T11",1,"15-Mar-00","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","16.7","12.5",NA,"2.1","1","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","5.9",NA,74,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1
"1642","T11",2,"15-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","15.3","14.9",NA,"0.2","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.8","4.7","4.7",NA,74,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1
"1643","T04",5,"15-Mar-00",NA,NA,"18.4","1.74","0.33","0.21","0.07","9.71","2.7","56.5","8.3","0.11","0.44","0","0.02","6.79","4.08","4.11","0","0",NA,NA,"93.8",NA,"0","0","0",NA,NA,"6.8",NA,NA,NA,NA,"0.005","0.029",NA,NA,NA,NA,74,2000,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,0,0
"1644","T04",4,"15-Mar-00","507","510","0","2.43","0.36","0.17","0.04","0.71","3.8","27.6","7.9","0.62","0.2","0","0.01","4.67","4.08","4.11","0","0.15",NA,NA,"98.5",NA,"0","0","0",NA,NA,"4.7",NA,NA,NA,NA,"0.009","0.039",NA,NA,NA,NA,74,2000,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0,0
"1645","T04",2,"15-Mar-00","507","510","1.37","2.93","0.37","0.62","0.16","1.55","3.6","26.2","17","1.22","0.32","0.05","0.03","5.28","4.08","4.11","0","0.38",NA,NA,"64.8",NA,"0","0","0",NA,NA,"5.3",NA,NA,NA,NA,"0.017","0.113",NA,NA,NA,NA,74,2000,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.03,0,0
"1646","T02",2,"15-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1647","T01",1,"17-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4","0","0","17-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,2000,NA,NA,76,2000,NA,NA,NA,NA,NA,NA,0.4,0
"1648","T02",2,"17-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","11","67",NA,"1.3","1","2",NA,NA,"5.1","5.4","4.6",NA,NA,NA,NA,NA,NA,NA,NA,76,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1
"1649","T01",1,"20-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.5","11","18.5",NA,"0.2","0","0",NA,NA,"7","7.1","7",NA,NA,NA,NA,NA,NA,NA,NA,79,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0
"1650","T02",2,"20-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1
"1651","T11",1,"22-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3","16.3","12.5",NA,"2.1","20","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.4","5.8","5.5",NA,81,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,20
"1652","T02",2,"22-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.6","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1
"1653","T11",2,"22-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","14.9","15.6",NA,"0.2","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.8","4.7","4.7",NA,81,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,5
"1654","T04",5,"22-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.1","10.6","85",NA,"0.2","0","1",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0
"1655","T06",1,"22-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"21",NA,"0.1","0","0",NA,NA,"6.2","6.5","7.1",NA,NA,NA,NA,NA,NA,NA,NA,81,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0
"1656","T04",4,"22-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.5","10.2","92.3",NA,"0","0","0",NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1657","T04",2,"22-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.7","12.8","60",NA,"0.1","0","10",NA,NA,"6.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0
"1658","T02",2,"24-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","70",NA,"1.8","1","1",NA,NA,"4.3","5","4.7",NA,NA,NA,NA,NA,NA,NA,NA,83,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1
"1659","T01",1,"24-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1","40","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,40
"1660","T02",2,"27-Mar-00","171","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5
"1661","T01",1,"27-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","12.5","19",NA,"0.1","50","0",NA,NA,"7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,86,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,50
"1662","T04",4,"29-Mar-00","507",NA,"1.25",NA,"0.49","0.55",NA,NA,"4.3","35","8.6",NA,NA,"0.02","0.01","4.68","4.09","4.11","0",NA,"2.3","8.8","95",NA,"0.1","0","6",NA,NA,"4.7",NA,NA,NA,NA,"0","0.041",NA,NA,NA,NA,88,2000,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.01,0.1,0
"1663","T03",1,"29-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2000,NA,NA,88,2000,NA,NA,NA,NA,NA,NA,NA,NA
"1664","T04",2,"29-Mar-00","507",NA,"2",NA,"0.55","0.73",NA,NA,"5","31.3","14.5",NA,NA,"0.04","0.02","5.17","4.09","4.11","0",NA,"1.9","10.2","62",NA,"0.2","0","1",NA,NA,"5.2",NA,NA,NA,NA,"0.015","0.083",NA,NA,NA,NA,88,2000,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.02,0.2,0
"1665","T02",2,"29-Mar-00","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10
"1666","T04",5,"29-Mar-00","505","507",NA,NA,"0.37","0.64",NA,NA,"2.8","57.3","9.3",NA,NA,"0.02","0.01","6.9","4.09","4.11","0",NA,"1.9","9.5","90.5",NA,"0.3","0","3",NA,NA,"6.9",NA,NA,NA,NA,"0.007","0.029",NA,NA,NA,NA,88,2000,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.01,0.3,0
"1667","T11",1,"31-Mar-00","171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","17","12.3",NA,"2.1","20","0","31-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,"5.7","5.7","5.5",NA,90,2000,NA,NA,90,2000,NA,NA,NA,NA,NA,NA,2.1,20
"1668","T02",2,"31-Mar-00","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","68",NA,"2","10","0",NA,NA,"5.1","5.4","4.8",NA,NA,NA,NA,NA,NA,NA,NA,90,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10
"1669","T11",2,"31-Mar-00","171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3","15.6","13.5",NA,"0.2","5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.6","4.7","4.6",NA,90,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,5
"1670","T06",1,"31-Mar-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"22",NA,"0","0","0","31-Mar-00",NA,"6.3","6.8","7.4",NA,NA,NA,NA,NA,NA,NA,NA,90,2000,NA,NA,90,2000,NA,NA,NA,NA,NA,NA,0,0
"1671","T01",1,"03-Apr-00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.6","12.5","18.5",NA,"0.1","100","0",NA,NA,"7.1","7.1","7",NA,NA,NA,NA,NA,NA,NA,NA,93,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,100
"1672","T02",2,"03-Apr-00","170","999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","T11",2,"05-Apr-00","176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","15.6","15.6",NA,"0.2","10","0","05-Apr-00",NA,NA,NA,NA,NA,NA,NA,NA,"4.7","4.6","4.7",NA,95,2000,NA,NA,95,2000,NA,NA,NA,NA,NA,NA,0.2,10
"1674","T04",4,"05-Apr-00","101","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","9.5","95.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176",NA,NA,NA,NA,NA,NA,95,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","T11",1,"05-Apr-00","176","501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1","17","12.5",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5",NA,95,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1676","T04",5,"05-Apr-00","101","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1","10.6","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176",NA,NA,NA,NA,NA,NA,95,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","T04",2,"05-Apr-00","101","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1","12.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"176",NA,NA,NA,NA,NA,NA,95,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
